id,name,rating,themes,keywords,involved_companies,first_release_year
1173,Golden Sun: The Lost Age,88.6,"[""Action"", ""Fantasy"", ""Open world""]","[""anime"", ""magic"", ""minigames"", ""turn-based"", ""summoning support"", ""death"", ""overworld"", ""party-based combat"", ""psychic abilities"", ""explorable world"", ""snow"", ""sequel"", ""silent protagonist"", ""alchemy"", ""boss fight"", ""leveling up"", ""human"", ""party system"", ""werewolves"", ""virtual console"", ""save point"", ""treasure chest"", ""potion"", ""melee"", ""optional boss"", ""post-credits plot twist"", ""rock music"", ""been here before"", ""unlockable difficulty level"", ""sleeping"", ""character import"", ""not-so-bad guys"", ""villain turned good"", ""androgyny"", ""ancient advanced civilization technology"", ""random encounter"", ""new game plus"", ""fire manipulation"", ""earth manipulation"", ""battle screen"", ""behind the waterfall"", ""trilogy"", ""cryokinesis"", ""class change"", ""gender exclusive equipment"", ""rogue protagonist"", ""wii u virtual console"", ""nintendo switch online - expansion pack""]","[""Nintendo"", ""Camelot Software Planning""]",2002
296161,Super Mario Advance 4: Super Mario Bros. 3,0,"[""Action""]","[""game boy player rumble support""]","[""Nintendo""]",2003
6620,Super Dodge Ball Advance,80.0,"[""Action""]","[""dodgeball"", ""super-ness"", ""launch titles""]","[""Atlus"", ""Million""]",2001
133910,SpongeBob SquarePants: Battle For Bikini Bottom,0,"[""Action"", ""Comedy""]",[],"[""THQ"", ""Vicarious Visions""]",2003
270350,Yoshi's Island,0,"[""Action"", ""Fantasy""]",[],"[""Nintendo R&D2"", ""Nintendo"", ""iQue""]",2002
6334,Bomberman Tournament,70.7,"[""Action""]","[""pixel graphics"", ""camera"", ""explosion"", ""platform exclusive"", ""shopping"", ""violent plants"", ""merchants"", ""fan translation - portuguese"", ""game boy advance link cable support""]","[""Activision"", ""Hudson Soft""]",2001
19834,Dragon Ball Z: The Legacy of Goku II,73.3,"[""Action"", ""Fantasy"", ""Science fiction""]","[""anime"", ""spaceship"", ""compilation"", ""sequel"", ""superhero"", ""based on - anime"", ""licensed game"", ""platform exclusive"", ""melee"", ""coming of age"", ""villain turned good"", ""reluctant hero"", ""monomyth""]","[""Webfoot Technologies"", ""Atari, Inc.""]",2003
20655,Final Fantasy VI Advance,87.4,"[""Action"", ""Fantasy""]","[""active time battle"", ""wii u virtual console"", ""fan translation - thai""]","[""Square Enix"", ""Tose"", ""Square Enix Product Development Division 7""]",2006
6600,Sonic Battle,65.3,"[""Action""]","[""hand-to-hand combat"", ""high score"", ""talking animals"", ""bats"", ""anthropomorphism"", ""voice acting"", ""hedgehog"", ""spiky-haired protagonist"", ""game boy advance link cable support""]","[""Sonic Team"", ""Sega"", ""THQ""]",2003
1172,Golden Sun,81.7,"[""Fantasy""]","[""ghosts"", ""anime"", ""magic"", ""minigames"", ""turn-based"", ""summoning support"", ""death"", ""overworld"", ""party-based combat"", ""psychic abilities"", ""explorable world"", ""snow"", ""silent protagonist"", ""bats"", ""alchemy"", ""boss fight"", ""digital distribution"", ""leveling up"", ""mind control"", ""human"", ""skeletons"", ""party system"", ""virtual console"", ""save point"", ""treasure chest"", ""potion"", ""melee"", ""unbeatable enemies"", ""rock music"", ""coming of age"", ""sleeping"", ""ancient advanced civilization technology"", ""poisoning"", ""random encounter"", ""fire manipulation"", ""earth manipulation"", ""battle screen"", ""trilogy"", ""sealing your own fate"", ""cryokinesis"", ""cold open"", ""class change"", ""gender exclusive equipment"", ""fake interactivity"", ""wii u virtual console"", ""fan translation - portuguese"", ""nintendo switch online - expansion pack""]","[""Nintendo"", ""Camelot Software Planning""]",2001
6635,Tactics Ogre: The Knight of Lodis,80.1,"[""Fantasy"", ""Warfare""]","[""ghosts"", ""anime"", ""magic"", ""turn-based"", ""summoning support"", ""hand-to-hand combat"", ""religion"", ""witches"", ""multiple endings"", ""class-based"", ""grid-based movement"", ""boss fight"", ""single-player only"", ""tactical turn-based combat"", ""rivaling factions"", ""bow and arrow"", ""party system"", ""non-player character"", ""moral decisions"", ""branching storyline"", ""player vs player"", ""melee"", ""political thriller"", ""war veterans"", ""evil empire"", ""class change"", ""level scaling""]","[""Atlus"", ""Quest""]",2001
1588,Spyro 2: Season of Flame,64.4,"[""Action""]","[""mascot"", ""sword & sorcery"", ""protagonist's name in the title"", ""moving platforms""]","[""Digital Eclipse"", ""Universal Interactive Studios""]",2002
1590,Spyro Orange: The Cortex Conspiracy,52.1,[],"[""minigames"", ""mascot"", ""crossover"", ""level selection"", ""sword & sorcery"", ""boss fight"", ""anthropomorphism"", ""minigame collection"", ""collectibles"", ""non-humanoid protagonist"", ""treasure chest"", ""titular antagonist"", ""moving platforms""]","[""Vicarious Visions"", ""Vivendi Universal Games""]",2004
3167,Jazz Jackrabbit,76.1,"[""Action"", ""Science fiction"", ""Comedy""]","[""gravity"", ""shoot 'em up"", ""mascot"", ""run and gun"", ""frog"", ""rabbit"", ""action-adventure"", ""side-scrolling"", ""bird"", ""time limit"", ""shareware"", ""pixel art"", ""snow"", ""easter egg"", ""swimming"", ""turtle"", ""hip-hop"", ""snowman"", ""owl"", ""boss fight"", ""explosion"", ""single-player only"", ""anthropomorphism"", ""bonus stage"", ""countdown timer"", ""platform exclusive"", ""damsel in distress"", ""pop culture reference"", ""cartoon cutscene"", ""checkpoints"", ""a.i. companion"", ""secret area"", ""infinite ammo"", ""difficulty level"", ""same name reboot"", ""falling sequence"", ""moving platforms"", ""conveyor belt"", ""planet jumping"", ""temporary invincibility"", ""speedrun"", ""super speed"", ""swinging platforms"", ""sleeping enemies"", ""escaping imprisonment"", ""poltergeist"", ""chameleon"", ""male protagonist""]","[""Epic Games""]",1994
210728,The Sims Bustin' Out,66.6,[],[],"[""EA Games"", ""Ideaworks3D"", ""Griptonite Games""]",2003
49377,Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,0,"[""Fantasy"", ""Survival""]","[""monsters"", ""duel""]","[""Konami Digital Entertainment"", ""Konami""]",2006
1776,Mega Man Zero 2,81.3,"[""Action"", ""Science fiction""]","[""death"", ""robots"", ""futuristic"", ""side-scrolling"", ""sequel"", ""level selection"", ""high score"", ""wall jump"", ""boss fight"", ""explosion"", ""voice acting"", ""transforming boss"", ""virtual console"", ""robot protagonist"", ""grapple"", ""underwater gameplay"", ""shielded enemies"", ""difficulty level"", ""post-credits plot twist"", ""moving platforms"", ""rebels"", ""new game plus"", ""fictional currencies"", ""wii u virtual console"", ""fan translation - portuguese""]","[""Inti Creates"", ""Capcom""]",2003
6598,Sonic Advance 2,72.3,"[""Action"", ""Kids""]","[""sonic"", ""robotnik"", ""cream the rabbit"", ""gba-to-gc link cable"", ""wii u virtual console"", ""gamecube - game boy advance link cable"", ""game boy advance link cable support""]","[""THQ"", ""Infogrames"", ""Sonic Team"", ""Sega"", ""Dimps""]",2002
3726,Kirby: Nightmare in Dream Land,83.1,"[""Action""]","[""mascot"", ""dreams"", ""digital distribution"", ""protagonist's name in the title"", ""virtual console"", ""melee"", ""shape-shifting"", ""vore"", ""fire manipulation"", ""slideshow cutscene"", ""wii u virtual console"", ""nintendo gateway system"", ""game boy advance link cable support""]","[""HAL Laboratory"", ""Nintendo""]",2002
6310,Astro Boy: Omega Factor,79.3,"[""Action"", ""Science fiction"", ""Comedy""]","[""anime"", ""cyberpunk"", ""mech"", ""spaceship"", ""brawler"", ""flight"", ""side-scrolling"", ""backtracking"", ""multiple endings"", ""superhero"", ""boss fight"", ""based on - anime"", ""licensed game"", ""upgradeable weapons"", ""save point"", ""difficulty level"", ""mayan"", ""tie-in"", ""spiky-haired protagonist"", ""button mashing"", ""new game plus"", ""groundhog day scenario"", ""greek alphabet""]","[""Treasure"", ""Sega"", ""Sony Pictures Television"", ""Sony Pictures Consumer Products"", ""Hitmaker"", ""Tezuka Productions""]",2003
93046,Pokémon Box: Ruby & Sapphire,0,[],"[""storage"", ""organization"", ""utility""]","[""Game Freak"", ""Nintendo""]",2003
6367,Dark Arena,0,"[""Action"", ""Science fiction""]","[""futuristic"", ""female protagonist""]","[""Graphic State Games"", ""Majesco Entertainment"", ""THQ""]",2002
197616,Sonic Advance,0,"[""Action""]",[],"[""Gameloft""]",2011
132723,Donkey Kong Country 3,80.2,"[""Action""]","[""donkey kong"", ""retroachievements""]","[""Rare"", ""Nintendo""]",2005
20597,Final Fantasy V Advance,83.9,"[""Action"", ""Fantasy""]","[""turn-based combat"", ""turn-based rpg"", ""wii u virtual console""]","[""Square Enix"", ""Tose"", ""Square Enix Product Development Division 7""]",2006
6504,Mario Tennis: Power Tour,85.8,[],"[""tennis"", ""princess"", ""high score"", ""digital distribution"", ""language selection"", ""virtual console"", ""unlockables"", ""mascot sports"", ""pick your gender"", ""wii u virtual console""]","[""Camelot Software Planning"", ""Nintendo""]",2005
6407,Fire Pro Wrestling,0,[],"[""martial arts"", ""wrestling"", ""professional wrestler"", ""launch titles"", ""tag teaming"", ""character creation"", ""melee"", ""grapple"", ""tokyo game show 2010""]","[""BAM! Entertainment"", ""Spike""]",2001
406,Final Fantasy IV Advance,86.1,"[""Action"", ""Fantasy""]","[""wii u virtual console""]","[""Tose"", ""Square Enix Product Development Division 7"", ""Square Enix""]",2005
1767,Mega Man Battle Chip Challenge,49.8,"[""Action"", ""Science fiction""]","[""turn-based"", ""high score"", ""fictional currencies"", ""auto battler"", ""wii u virtual console""]","[""Capcom"", ""Inti Creates""]",2003
1775,Mega Man Zero,81.4,"[""Action"", ""Science fiction""]","[""post-apocalyptic"", ""cyberpunk"", ""cybernetics"", ""2d"", ""mascot"", ""death"", ""upgradable weapons"", ""robots"", ""side-scrolling"", ""amnesia"", ""level selection"", ""high score"", ""wall jump"", ""boss fight"", ""voice acting"", ""upgradeable weapons"", ""transforming boss"", ""deliberately retro"", ""virtual console"", ""robot protagonist"", ""underwater gameplay"", ""moving platforms"", ""rebels"", ""new game plus"", ""fictional currencies"", ""quest hub"", ""wii u virtual console"", ""fan translation - portuguese""]","[""Capcom"", ""Inti Creates""]",2002
6416,Garfield: The Search for Pooky,0,"[""Action"", ""Comedy""]","[""licensed game"", ""based on - comics"", ""cat"", ""tie-in""]","[""The Game Factory"", ""InterActive Vision""]",2005
248180,Harry Potter,0,[],"[""harry potter"", ""bootleg"", ""unofficial"", ""pac-man clone""]","[""Tomsoft""]",2001
19747,Teenage Mutant Ninja Turtles,61.9,"[""Action""]","[""martial arts"", ""ninja"", ""brawler"", ""based on - tv show"", ""mutants"", ""pizza"", ""comic book"", ""licensed game"", ""unlockables"", ""4 player co-op"", ""player vs player"", ""holiday themes"", ""japanese games based on western ips"", ""competitive co-op"", ""trilogy""]","[""Konami""]",2003
6318,Banjo-Kazooie: Grunty's Revenge,43.2,"[""Action"", ""Comedy""]","[""time travel"", ""mascot"", ""revenge"", ""swimming"", ""boss fight"", ""anthropomorphism"", ""protagonist's name in the title"", ""breaking the fourth wall"", ""collectibles"", ""female antagonist"", ""moving platforms"", ""recurring boss"", ""context sensitive"", ""fictional currencies"", ""skull for a head"", ""collection marathon""]","[""Rare"", ""THQ""]",2003
144555,The Urbz: Sims in the City,70.0,[],"[""life simulation""]","[""Griptonite Games"", ""Electronic Arts""]",2004
1198,Crash Bandicoot 2: N-Tranced,73.7,"[""Action""]","[""time travel"", ""shark"", ""mummy"", ""snake"", ""sequel"", ""level selection"", ""mad scientist"", ""boss fight"", ""platform exclusive"", ""bandicoot"", ""collectibles"", ""checkpoints"", ""treasure chest"", ""alligator"", ""moving platforms"", ""time trials"", ""running towards the screen""]","[""Vicarious Visions"", ""Konami"", ""Universal Interactive Studios""]",2003
2576,Dragon Ball Z: Supersonic Warriors,62.7,"[""Action""]","[""anime"", ""hand-to-hand combat"", ""based on - tv show"", ""cartoony"", ""based on - anime"", ""licensed game"", ""anthropomorphism"", ""voice acting"", ""human"", ""non-player character"", ""comic book character"", ""tie-in"", ""villain turned good"", ""reluctant hero""]","[""Arc System Works"", ""Banpresto"", ""Bandai"", ""Atari, Inc.""]",2004
79831,Marble Madness / Klax,0,"[""Action""]",[],"[""Destination Software"", ""Frame Studios""]",2005
49304,Disney Sports Snowboarding,0,"[""Kids""]","[""skiing"", ""licensed game"", ""japanese games based on western ips"", ""snowboarding""]","[""Konami""]",2003
22012,Rayman Advance,75.8,"[""Action"", ""Fantasy""]","[""retroachievements"", ""wii u virtual console""]","[""Digital Eclipse"", ""Gradiente"", ""Ubisoft Entertainment""]",2001
6642,Tiny Toon Adventures: Wacky Stackers,0,"[""Action""]","[""based on - tv show"", ""cartoony"", ""licensed game"", ""anthropomorphism"", ""tie-in""]","[""Conspiracy Games"", ""Warthog Games""]",2001
49181,Power Rangers: Wild Force,69.7,"[""Action""]","[""based on - tv show"", ""licensed game"", ""quick time event"", ""multiple playable characters""]","[""THQ"", ""Natsume Co., Ltd.""]",2002
78590,Disney Sports Football,46.0,[],"[""soccer"", ""football"", ""licensed game""]","[""Konami""]",2002
1440,Fire Emblem: The Sacred Stones,90.3,"[""Fantasy""]","[""anime"", ""evolution"", ""magic"", ""turn-based"", ""permadeath"", ""horse"", ""multiple protagonists"", ""multiple endings"", ""artificial intelligence"", ""dancing"", ""grid-based movement"", ""rock paper scissors"", ""boss fight"", ""tactical turn-based combat"", ""attributes"", ""rivaling factions"", ""world map"", ""human"", ""shopping"", ""bow and arrow"", ""virtual console"", ""non-player character"", ""recruitable characters"", ""melee"", ""female antagonist"", ""political thriller"", ""villain"", ""healer"", ""level cap"", ""villain turned good"", ""androgyny"", ""monarchy"", ""women in refrigerators syndrome"", ""finishing move"", ""fire manipulation"", ""lock picking"", ""connectivity"", ""movement penalty"", ""skull for a head"", ""class change"", ""monomyth"", ""linear overworld"", ""nintendo 3ds ambassador program"", ""nintendo switch online"", ""wii u virtual console"", ""nintendo switch online - expansion pack""]","[""Intelligent Systems"", ""Nintendo""]",2004
1107,Metroid: Zero Mission,86.1,"[""Action"", ""Science fiction"", ""Open world""]","[""aliens"", ""pirates"", ""gravity"", ""collecting"", ""metroidvania"", ""death"", ""upgradable weapons"", ""maze"", ""spaceship"", ""female protagonist"", ""side-scrolling"", ""backtracking"", ""multiple endings"", ""pixel art"", ""wall jump"", ""boss fight"", ""explosion"", ""single-player only"", ""countdown timer"", ""upgradeable weapons"", ""virtual console"", ""unlockables"", ""save point"", ""difficulty level"", ""rpg elements"", ""sequence breaking"", ""unlockable difficulty level"", ""predecessor included"", ""rivalry"", ""completion percentage"", ""ambient music"", ""foreshadowing"", ""isolation"", ""motion-sensor bomb"", ""spike video game awards 2004"", ""interactive achievement awards 2005"", ""wii u virtual console"", ""fan translation - portuguese"", ""nintendo switch online - expansion pack"", ""interconnected-world""]","[""Nintendo R&D1"", ""Nintendo"", ""iQue""]",2004
6601,Sonic Pinball Party,62.6,"[""Action""]","[""minigames"", ""virtual pet"", ""pinball"", ""crossover"", ""high score"", ""anthropomorphism"", ""hedgehog"", ""digital pinball"", ""spiky-haired protagonist"", ""connectivity"", ""game boy advance link cable support""]","[""Sonic Team"", ""Sega"", ""Jupiter Corporation""]",2003
2343,Mario Kart: Super Circuit,75.7,"[""Action"", ""Kids""]","[""vehicular combat"", ""go-kart"", ""crossover"", ""princess"", ""drifting"", ""snow"", ""grand prix"", ""high score"", ""turtle"", ""vehicle combat"", ""monkey"", ""throwing weapons"", ""super-ness"", ""character select screen"", ""virtual console"", ""mascot sports"", ""combat racing"", ""difficulty level"", ""trophies"", ""temporary invincibility"", ""starting grid"", ""food-themed stage"", ""time trials"", ""upgradeable vehicles"", ""bots"", ""arcade driving physics"", ""italian accent"", ""ape"", ""music speed up"", ""nintendo 3ds ambassador program"", ""wii u virtual console"", ""nintendo switch online - expansion pack"", ""nintendo gateway system"", ""clouds""]","[""Nintendo"", ""Gradiente"", ""iQue"", ""Intelligent Systems""]",2001
1663,Final Fight One,89.7,"[""Action""]","[""martial arts"", ""hand-to-hand combat"", ""bromance"", ""high score"", ""virtual console"", ""wrestling moves in non-wrestling games"", ""close quarters combat"", ""wii u virtual console""]","[""Capcom""]",2001
1778,Mega Man Zero 4,79.1,"[""Action"", ""Science fiction""]","[""cyberpunk"", ""death"", ""futuristic"", ""side-scrolling"", ""sequel"", ""high score"", ""wall jump"", ""customizable characters"", ""voice acting"", ""transforming boss"", ""virtual console"", ""robot protagonist"", ""underwater gameplay"", ""difficulty level"", ""moving platforms"", ""new game plus"", ""fictional currencies"", ""heroic sacrifice"", ""male protagonist"", ""wii u virtual console"", ""fan translation - portuguese""]","[""Inti Creates"", ""Capcom""]",2005
id,name,rating,themes,keywords,involved_companies,first_release_year
281495,Double Dragon,0.0,"[""Action""]","[""high score"", ""melee""]","[""Activision"", ""Technos Japan""]",1988
6556,Art of Fighting 2,59.5,"[""Action""]","[""martial arts"", ""anime"", ""ninja"", ""hand-to-hand combat"", ""karate"", ""high score"", ""bonus stage"", ""character select screen"", ""broken english"", ""special attacks"", ""virtual console"", ""shoto-clone"", ""wii virtual console""]","[""D4 Enterprise"", ""SNK""]",1994
15432,The King of Fighters 2001,65.2,"[""Action""]","[""shared screen"", ""digital distribution"", ""ps2 classics""]","[""SNK Playmore"", ""BrezzaSoft"", ""Eolith"", ""SNK"", ""Playmore"", ""Mega""]",2001
59500,Super Spy,0.0,"[""Thriller""]","[""espionage"", ""text adventure""]","[""Richard Shepherd Software Ltd""]",1982
191473,The King of Fighters '95,0.0,"[""Action""]","[""super game boy enhancement"", ""game boy link cable support""]","[""Gaibrain"", ""SNK"", ""Takara"", ""Nintendo"", ""Laguna Video Games""]",1996
15426,The King of Fighters '94,67.7,"[""Action""]","[""martial arts"", ""steam"", ""sequel"", ""playstation network"", ""shared screen"", ""digital distribution"", ""character select screen"", ""psone classics"", ""playstation experience 2016"", ""playstation experience 2015"", ""downloadable content"", ""pax east 2016"", ""playstation tv support"", ""taekwondo"", ""backwards compatibility"", ""wii virtual console""]","[""SNK"", ""SNK Playmore"", ""M2"", ""D4 Enterprise""]",1994
10605,Garou: Mark of the Wolves,78.5,"[""Action""]","[""previously on - xbox gamepass""]","[""Code Mystics"", ""SNK""]",1999
1404,Metal Slug,82.2,"[""Action"", ""Comedy""]","[""playstation network"", ""digital distribution"", ""psone classics"", ""playstation tv support"", ""backwards compatibility"", ""wii virtual console"", ""available on - luna plus""]","[""DotEmu"", ""SNK"", ""Nazca Corporation"", ""ProSoft"", ""SNK Playmore""]",1996
19986,Samurai Shodown II,78.4,"[""Action"", ""Fantasy""]","[""martial arts"", ""bloody"", ""ninja"", ""combat"", ""sequel"", ""high score"", ""feudal japan"", ""animal companions"", ""xbox one backwards compatibility"", ""finishing move"", ""revenge meter"", ""wii virtual console"", ""previously on - xbox gamepass""]","[""SNK""]",1994
37280,Money Puzzle Exchanger,89.9,"[""Action""]","[""anime"", ""competitive"", ""stacking"", ""playstation network"", ""shared screen"", ""digital distribution"", ""split-screen multiplayer"", ""broken english"", ""psone classics"", ""licensed soundtrack"", ""block matching"", ""playstation tv support"", ""backwards compatibility""]","[""GMF"", ""SNK Playmore"", ""FACE"", ""Santos"", ""Athena"", ""MonkeyPaw Games""]",1997
39983,Puzzle De Pon!,0.0,[],"[""xbox live indie games""]","[""Visco""]",1995
15431,The King of Fighters 2000,77.8,"[""Action"", ""Fantasy""]","[""playstation network"", ""shared screen"", ""digital distribution"", ""ps2 classics""]","[""SNK Playmore"", ""DotEmu"", ""Playmore"", ""Mega Enterprise"", ""SNK""]",2000
15430,The King of Fighters '99: Millennium Battle,75.9,"[""Action""]","[""playstation network"", ""shared screen"", ""digital distribution"", ""psone classics"", ""playstation tv support"", ""backwards compatibility""]","[""SNK"", ""Yumekobo"", ""SNK Playmore"", ""D4 Enterprise"", ""TUG""]",1999
15428,The King of Fighters '97,81.0,"[""Action""]","[""martial arts"", ""hand-to-hand combat"", ""karate"", ""high score"", ""playstation network"", ""shared screen"", ""digital distribution"", ""psone classics"", ""special attacks"", ""touch controls"", ""year in the title"", ""tag teaming"", ""melee"", ""release upgrade"", ""playstation tv support"", ""team deathmatch"", ""full-screen attack"", ""divine punishment"", ""adapted to - movie"", ""backwards compatibility"", ""wii virtual console""]","[""D4 Enterprise"", ""SNK"", ""SNK Playmore"", ""Playmore"", ""Ukiyotei""]",1997
12588,The King of Fighters '96,71.7,"[""Action""]","[""martial arts"", ""hand-to-hand combat"", ""karate"", ""high score"", ""playstation network"", ""shared screen"", ""digital distribution"", ""psone classics"", ""special attacks"", ""year in the title"", ""tag teaming"", ""playstation tv support"", ""team deathmatch"", ""adapted to - movie"", ""backwards compatibility"", ""wii virtual console""]","[""SNK"", ""SNK Playmore"", ""M2"", ""D4 Enterprise""]",1996
4435,Fatal Fury 2,68.5,"[""Action""]","[""nintendo switch online"", ""retroachievements"", ""wii virtual console""]","[""SNK"", ""Magical Company"", ""Takara""]",1992
76045,The Last Blade 2,80.6,"[""Action""]","[""anime"", ""2d fighting"", ""wii virtual console""]","[""SNK""]",1998
37251,World Heroes 2,72.7,[],"[""wii virtual console""]","[""ADK Corporation"", ""Takara"", ""Saurus"", ""AGENDA"", ""SNK"", ""D4 Enterprise""]",1993
52191,Super Sidekicks,73.3,"[""Action""]","[""soccer"", ""playstation network"", ""shared screen"", ""digital distribution"", ""psone classics"", ""playstation tv support"", ""backwards compatibility""]","[""M2"", ""Code Mystics"", ""SNK"", ""SNK Playmore""]",1992
1408,Metal Slug 3,80.9,"[""Action"", ""Science fiction"", ""Comedy""]","[""modern warfare"", ""aliens"", ""helicopter"", ""bloody"", ""death"", ""military"", ""run and gun"", ""spaceship"", ""side-scrolling"", ""war"", ""steam"", ""achievements"", ""undead"", ""steam trading cards"", ""pixel art"", ""sequel"", ""high score"", ""boss fight"", ""explosion"", ""steam achievements"", ""digital distribution"", ""steam cloud"", ""steam leaderboards"", ""train level"", ""modern military"", ""character select screen"", ""collectibles"", ""humble bundle"", ""non-player character"", ""xbox live"", ""melee"", ""useable vehicles"", ""falling sequence"", ""digital rights management"", ""xbox one backwards compatibility"", ""vore"", ""submarine"", ""linear gameplay"", ""button mashing"", ""zombie protagonist"", ""continue countdown"", ""close quarters combat"", ""carjacking"", ""gameplay twist"", ""eating contest"", ""wii virtual console"", ""previously on - xbox gamepass""]","[""D4 Enterprise"", ""SNK Corporation"", ""SNK"", ""DotEmu""]",2000
71128,Fatal Fury,63.2,"[""Action""]","[""retroachievements"", ""wii virtual console""]","[""SNK"", ""D4 Enterprise"", ""Sega"", ""Gaibrain"", ""Tec Toy"", ""Takara"", ""Magical Company""]",1991
5385,Fatal Fury Special,72.1,"[""Action""]","[""combat"", ""retroachievements"", ""wii virtual console""]","[""Funcom"", ""Aspect"", ""Takara"", ""Magical Company"", ""Victor Entertainment"", ""Japan Home Video Co."", ""System Prisma"", ""Monolith Corp."", ""Mutech"", ""JVC Musical Industries"", ""Hudson Soft"", ""SNK""]",1993
39653,Blue's Journey,68.9,"[""Action""]","[""wii virtual console""]","[""Alpha Denshi"", ""D4 Enterprise"", ""SNK""]",1991
19109,Magician Lord,47.6,"[""Action"", ""Fantasy""]","[""wizards"", ""ninja"", ""samurai"", ""side-scrolling"", ""dragon"", ""multiple protagonists"", ""reptilian humanoid"", ""multiple playable characters"", ""wii virtual console""]","[""M2"", ""Code Mystics"", ""SNK"", ""Alpha Denshi""]",1990
39347,Magical Drop III,0.0,"[""Fantasy""]","[""block matching"", ""puzzle games with stories"", ""wii virtual console""]","[""Data East"", ""G-MODE Corporation"", ""Onan Games"", ""D4 Enterprise""]",1997
18840,Metal Slug X,78.1,"[""Action""]","[""run and gun"", ""available on - luna plus""]","[""SNK"", ""DotEmu"", ""SNK Playmore"", ""D4 Enterprise""]",1999
321578,Viewpoint,0.0,"[""Science fiction""]","[""shoot 'em up"", ""shmup""]","[""Visual Concepts"", ""Aicom"", ""Electronic Arts""]",1996
4514,Art of Fighting,60.0,"[""Action""]","[""retroachievements"", ""wii virtual console""]","[""SNK"", ""Takara U.S.A."", ""Takara"", ""K Amusement Leasing"", ""SNK Home Entertainment, Inc."", ""SNK of America"", ""SNK Playmore USA"", ""Hudson Soft"", ""AlfaSystem Co., Ltd."", ""D4 Enterprise, Inc"", ""HAMSTER"", ""Monolith"", ""Sega""]",1992
6800,King of the Monsters,64.8,"[""Action"", ""Science fiction""]","[""wrestling"", ""brawler"", ""kaiju"", ""giant monsters"", ""superhero"", ""giants"", ""wii virtual console""]","[""Takara"", ""SNK""]",1991
5884,The King of Fighters 2002,66.5,"[""Action"", ""Science fiction""]","[""martial arts"", ""karate"", ""high score"", ""shared screen"", ""digital distribution"", ""year in the title"", ""tag teaming"", ""release upgrade"", ""xbox one backwards compatibility"", ""taekwondo"", ""team deathmatch"", ""full-screen attack"", ""ps2 classics""]","[""SNK"", ""Playmore"", ""SNK Playmore"", ""DotEmu"", ""Ignition Entertainment"", ""Eolith""]",2002
39531,Galaxy Fight: Universal Warriors,0.0,"[""Action"", ""Science fiction""]","[""playstation network"", ""digital distribution"", ""psone classics"", ""playstation tv support"", ""backwards compatibility""]","[""Santa Claus"", ""SUNSOFT"", ""SNK"", ""MonkeyPaw Games"", ""D4 Enterprise""]",1995
46779,World Heroes Perfect,79.1,"[""Action""]","[""martial arts"", ""kung fu"", ""special attacks"", ""melee"", ""wii virtual console""]","[""ADK Corporation"", ""SNK""]",1995
242130,Popful Mail,0.0,"[""Fantasy""]",[],"[""Nihon Falcom""]",1994
4275,Flashback: The Quest for Identity,83.0,"[""Action"", ""Science fiction""]","[""aliens"", ""robots"", ""cinematic"", ""mutants"", ""jungle"", ""conspiracy"", ""amnesia"", ""cinematic platformer"", ""alien invasion"", ""shape-shifting"", ""reptilian humanoid"", ""male protagonist"", ""retroachievements"", ""fan translation - esperanto"", ""fan translation - portuguese"", ""fan translation - galician""]","[""Delphine Software"", ""U.S. Gold"", ""Tiertex Design Studios"", ""Tec Toy""]",1992
1655,Final Fight,79.2,"[""Action""]","[""martial arts"", ""death"", ""hand-to-hand combat"", ""brawler"", ""side-scrolling"", ""multiple protagonists"", ""bromance"", ""multiple endings"", ""crime"", ""high score"", ""boss fight"", ""bonus stage"", ""nintendo power"", ""professional wrestler"", ""character select screen"", ""human"", ""damsel in distress"", ""branching storyline"", ""friendly fire"", ""mid-development ip split"", ""wrestling moves in non-wrestling games"", ""boss assistance"", ""valuable garbage"", ""drop-in drop-out"", ""competitive co-op"", ""cross-dressing"", ""environmental kill"", ""sex change"", ""crime fighting"", ""censored version"", ""continue countdown"", ""vigilante"", ""close quarters combat"", ""trilogy"", ""lost in translation"", ""lgbtq+"", ""male protagonist"", ""retroachievements""]","[""Capcom"", ""Creative Materials"", ""Kixx"", ""U.S. Gold""]",1989
4501,Lethal Enforcers,75.6,"[""Action""]","[""rail shooter"", ""helicopter"", ""shooting gallery"", ""hostages"", ""crime"", ""high score"", ""boss fight"", ""bonus stage"", ""bundled with peripherals"", ""destructible environment"", ""sega channel"", ""retroachievements""]","[""Konami""]",1992
4449,Brutal: Paws of Fury,59.7,[],"[""martial arts"", ""animals"", ""versus"", ""boss fight"", ""anthropomorphism"", ""character select screen"", ""cat"", ""racial stereotypes"", ""sega channel""]","[""GameTek, Inc."", ""Eurocom Entertainment Software""]",1994
4388,Sol-Feace,60.0,"[""Science fiction""]","[""shoot 'em up"", ""spaceship"", ""launch titles"", ""rock music""]","[""Sega"", ""Telenet Japan"", ""Renovation Products"", ""Wolf Team""]",1990
5465,WWF Rage in the Cage,0.0,[],"[""wrestling"", ""game show"", ""licensed game"", ""box art - real photos"", ""professional wrestler"", ""voice acting"", ""full motion video""]","[""Arena Entertainment"", ""Sculptured Software"", ""Tec Toy""]",1993
